Id;addr:full;addr:street;addr:housenumber;addr:block;addr:floor;addr:housename;addr:postcode;addr:city;addr:place;latitud_v1;longitud_v1;latitud;longitud;estat
648;Carrer Democràcia, 19;Carrer Democràcia;19;;;;25007 ;Lleida;;41,5282059;0,522191;41,5282059;0,522191;KO
649;Rambla Ferran, 23, 2n 2a;Rambla Ferran;23;;2;;25007 ;Lleida;;;;41,618164642;0,630228699;OK
650;Plaça de Sant Joan, 18, 3r A;Plaça de Sant Joan;18;;3;;25007 ;Lleida;;;;0,0;0,0;KO
651;Rambla Ferran, 32 (COELL);Rambla Ferran;32;;;COELL;25007 ;Lleida;;;;41,618394541;0,630998234;OK
652;Rambla Ferran, 32;Rambla Ferran;32;;;;25007 ;Lleida;;;;41,618394541;0,630998234;OK
653;Carrer Prat de la Riba, 33, 3r 2a;Carrer Prat de la Riba;33;;3;;25008 ;Lleida;;;;41,620901923;0,623334401;OK
654;Plaça de la Constitució,  s/n;Plaça de la Constitució; s/n;;;;25008 ;Lleida;;;;0,0;0,0;KO
655;Partida Grenyana, 15;Partida Grenyana;15;;;;2510 ;Lleida;;;;0,0;0,0;KO
656;Carrer d'Albert Lleó, 2;Carrer d'Albert Lleó;2;;;;25100 ;Almacelles;;41,7317932;0,4377019;41,731339096;0,436897807;OK
657;Carrer Major, 36;Carrer Major;36;;;;25100 ;Almacelles;;41,7304219;0,4383318;41,73055854;0,438208559;OK
658;Carrer Farraginals, s/n;Carrer Farraginals;s/n;;;;25110 ;Alpicat;;;;41,666291954;0,557768131;OK
659;Carrer Ferrer i Reginals, s/n;Carrer Ferrer i Reginals;s/n;;;;25110 ;Alpicat;;;;0,0;0,0;KO
660;Carrer Doctor Sarrat, 7;Carrer Doctor Sarrat;7;;;;25112 ;Gimenells;;;;41,6528397;0,389686362;OK
661;Plaça Major, 2;Plaça Major;2;;;;25113 ;Sucs;;;;0,0;0,0;KO
662;Carrer Pompeu Fabra, s/n;Carrer Pompeu Fabra;s/n;;;;25120 ;Alfarràs;;;;0,0;0,0;KO
663;Carrer Sant Roc, s/n;Carrer Sant Roc;s/n;;;;25122 ;Ivars de Noguera;;;;41,851852788;0,585522745;OK
664;Carrer Major, 35;Carrer Major;35;;;;25123 ;Torrefarrera;;41,6731254;0,607067;41,673193926;0,606929764;OK
665;Carrer Major, 95;Carrer Major;95;;;;25124 ;Rosselló;;41,6970796;0,5951537;41,6970796;0,5951537;KO
666;Plaça del Pati, 10;Plaça del Pati;10;;;;25125 ;Alguaire;;;;0,0;0,0;KO
667;Carrer Trullets (Escorxador);Carrer Trullets;;;;Escorxador;25126 ;Almenar;;;;41,7946824;0,568623477;OK
668;Carrer Escoles, 10;Carrer Escoles;10;;;;25132 ;Benavent de Segrià;;;;41,695903424;0,633859901;OK
669;Carrer Esglèsia, 9;Carrer Esglèsia;9;;;;25133 ;Vilanova de Segrià;;41,7120311;0,6196165;41,71194102;0,619832025;OK
670;Carrer de la Barceloneta, 5;Carrer de la Barceloneta;5;;;;25134 ;La Portella;;41,7398231;0,6404039;41,739898917;0,640093936;OK
671;Carrer de la Sèquia, s/n;Carrer de la Sèquia;s/n;;;;25135 ;Albesa;;41,750572;0,6589209;41,750688948;0,658650599;OK
672;Plaça Major, 1;Plaça Major;1;;;;25136 ;Castelló de Farfanya;;41,8203579;0,727311;41,8203579;0,727311;KO
673;Carrer de l'Església, 2;Carrer de l'Església;2;;;;25137 ;Corbins;;41,691853;0,6961428;41,691853;0,6961428;KO
674;Carrer de Lluís Companys, 58;Carrer de Lluís Companys;58;;;;25137 ;Corbins;;;;0,0;0,0;KO
675;Carrer Balaguer, 12;Carrer Balaguer;12;;;;25138 ;Torrelameu;;;;41,704022093;0,703024995;OK
676;Carrer Raval, 47;Carrer Raval;47;;;;25139 ;Menàrguens;;;;0,0;0,0;KO
677;Carrer Germanes Dominiques, 7;Carrer Germanes Dominiques;7;;;;25140 ;Arbeca;;;;41,540246864;0,92428658;OK
678;Carrer Les Eres, 40;Carrer Les Eres;40;;;;25141 ;Torregrossa;;;;41,579966824;0,830005663;OK
679;Plaça Canalejas, 1;Plaça Canalejas;1;;;;25141 ;Torregrossa;;;;0,0;0,0;KO
680;Carrer Domenec Cardenal, 1;Carrer Domenec Cardenal;1;;;;25142 ;Bellvís;;;;0,0;0,0;KO
681;Carrer 8 de Maig, 26;Carrer 8 de Maig;26;;;;25143 ;El Poal;;;;41,679686813;0,853641598;OK
682;Carrer Castell, 3;Carrer Castell;3;;;;25150 ;Artesa de Lleida;;;;41,551747762;0,703203424;OK
683;Carrer Major, 5;Carrer Major;5;;;;25151 ;Aspa;;41,4966277;0,67152;41,496099865;0,671963644;OK
684;Carrer Oliver, 13;Carrer Oliver;13;;;;25152 ;El Cogul;;;;41,467372538;0,688763128;OK
685;Carrer Carretera, 8 (Llar Social);Carrer Carretera;8;;;Llar Social;25153 ;Puigverd de Lleida;;;;41,54514359;0,731355368;OK
686;Passeig Moragues, 21;Passeig Moragues;21;;;;25154 ;Castelldans;;;;41,496391102;0,765468824;OK
687;Carrer Santiago Rossinyol, 9 (Ajuntament);Carrer Santiago Rossinyol;9;;;Ajuntament;25155 ;L'Albagés;;;;0,0;0,0;KO
688;Plaça de la Bassa, s/n;Plaça de la Bassa;s/n;;;;25161 ;Alfés;;41,5214916;0,6199063;41,5214916;0,6199063;KO
689;Plaça Major, 9;Plaça Major;9;;;;25162 ;Alcanó;;41,48136;0,6167005;41,48136;0,6167005;KO
690;Carrer Les Eres, 27;Carrer Les Eres;27;;;;25163 ;Bellaguarda;;;;41,336952161;0,734812684;OK
691;Carrer Major, s/n;Carrer Major;s/n;;;;25163 ;El Soleràs;;41,4127475;0,6834146;41,4127475;0,6834146;KO
692;Travessera Mestre Benet, 2;Travessera Mestre Benet;2;;;;25164 ;Els Torms;;;;41,395011541;0,719863351;OK
693;Plaça Major, 1;Plaça Major;1;;;;25165 ;Juncosa de les Garrigues;;;;0,0;0,0;KO
694;Carrer Comandant Mateu Salla, 5, 1r esq.;Carrer Comandant Mateu Salla;5;;1;;25170 ;Torres de Segre;;;;41,535086541;0,514871999;OK
695;Carrer Doctor Robert, s/n;Carrer Doctor Robert;s/n;;;;25171 ;Albatàrrec;;;;41,573599998;0,607013602;OK
696;Plaça d'Orient, 3;Plaça d'Orient;3;;;;25172 ;Montoliu de Lleida;;;;0,0;0,0;KO
697;Carrer Segre, 1, 3r;Carrer Segre;1;;3;;25173 ;Sudanell;;;;41,557013422;0,566491828;OK
698;Avinguda Garrigues, s/n;Avinguda Garrigues;s/n;;;;25174 ;Sunyer;;;;41,52320675;0,592788694;OK
699;Carrer Monsenyor Vilaplana, 30;Carrer Monsenyor Vilaplana;30;;;;25175 ;Sarroca de Lleida;;41,4585413;0,5609932;41,458553759;0,56095958;OK
700;Carrer del Portal, 3;Carrer del Portal;3;;;;25176 ;Torrebesses;;41,4263559;0,5942735;41,426545104;0,594511722;OK
701;Plaça de la Vila, 33;Plaça de la Vila;33;;;;25177 ;La Granadella;;41,35542715;0,664853421;41,35542715;0,664853421;KO
702;Carrer Major, 2;Carrer Major;2;;;;25178 ;Almatret;;41,3056421;0,4232577;41,305561908;0,423584029;OK
703;Carrer Major, 20;Carrer Major;20;;;;25178 ;Bovera;;41,3263456;0,6382952;41,326586943;0,638227078;OK
704;Carrer del Segrià, 14, 3r 1a;Carrer del Segrià;14;;3;;25180 ;Alcarràs;;;;0,0;0,0;KO
705;Carrer Sant Llorenç, 10;Carrer Sant Llorenç;10;;;;25181 ;Soses;;;;0,0;0,0;KO
706;Carrer Joan XXIII, 26;Carrer Joan XXIII;26;;;;25182 ;Aitona;;41,4915629;0,460796;41,491849195;0,459294908;OK
707;Carrer Mossèn Ferran, 16;Carrer Mossèn Ferran;16;;;;25183 ;Seròs;;;;0,0;0,0;KO
708;Plaça del Casal, s/n;Plaça del Casal;s/n;;;;25184 ;Massalcoreig;;;;0,0;0,0;KO
710;Carrer Arrabal, 18;Carrer Arrabal;18;;;;25186 ;Llardecans;;;;41,374345914;0,548250856;OK
711;Partida Plana Gensana, 45;Partida Plana Gensana;45;;;;25194 ;Lleida;;;;41,590526599;0,582573208;OK
712;Carrer Gran de Llívia, 58;Carrer Gran de Llívia;58;;;;25195 ;Lleida;;41,6497636;0,641222317;41,6497636;0,641222317;KO
713;Partida Sot de Fontanet, 25;Partida Sot de Fontanet;25;;;;25197 ;Lleida;;;;41,596903132;0,621319799;OK
714;Carrer Alcalde Rovira Roure, 80 - Hospital Arnau de Vilanova;Carrer Alcalde Rovira Roure;80;;;Hospital Arnau de Vilanova;25198 ;Lleida;;;;41,625856777;0,612120298;OK
715;Carrer de Víctor Balaguer 2B, PB;Carrer de Víctor Balaguer;2B;;;;25200 ;Cervera;;;;0,0;0,0;KO
716;Carrer Duc d'Ahumada, 2;Carrer Duc d'Ahumada;2;;;;25200 ;Cervera;;;;0,0;0,0;KO
717;Passeig Estació, s/n (Edifici Renfe);Passeig Estació;s/n;;;Edifici Renfe;25200 ;Cervera;;;;0,0;0,0;KO
718;Carrer de Cervera, 6;Carrer de Cervera;6;;;;25210 ;Guissona;;;;41,78113645;1,289913477;OK
719;Carrer de la Font, 1;Carrer de la Font;1;;;;25211 ;Massoteres;;41,797529;1,3102455;41,797471424;1,310579654;OK
720;Carretera de Girona, s/n;Carretera de Girona;s/n;;;;25211 ;Tarroja de Segarra;;;;0,0;0,0;KO
721;Plaça Major, 1 (local social);Plaça Major;1;;;Local social;25211 ;Torrefeta -  Florejacs;;;;0,0;0,0;KO
722;Carrer Avall, s/n;Carrer Avall;s/n;;;;25212 ;Hostafrancs;;;;41,736738406;1,243413016;OK
723;Plaça Major, 1;Plaça Major;1;;;;25213 ;Llindars;;41,60311585;1,30047917;41,60311585;1,30047917;KO
724;Plaça de la Constitució, 7;Plaça de la Constitució;7;;;;25213 ;Ribera d'Ondara;;;;0,0;0,0;KO
725;Avinguda del Santuari, 21;Avinguda del Santuari;21;;;;25215 ;Sant Ramon;;41,7263104;1,3698742;41,726313197;1,369476401;OK
726;Carrer Major, 22;Carrer Major;22;;;;25216 ;Ivorra;;41,7719495;1,3945762;41,772152785;1,394968534;OK
727;Plaça Catalunya, 5;Plaça Catalunya;5;;;;25220 ;Bell-lloc d'Urgell;;41,63002735;0,781160031;41,63002735;0,781160031;KO
728;Plaça Sant Martí, 1;Plaça Sant Martí;1;;;;25221 ;Els Alamús;;;;0,0;0,0;KO
729;Carrer Balmes, 22;Carrer Balmes;22;;;;25222 ;Sidamon;;;;41,629273143;0,830649863;OK
730;Avinguda Generalitat, 11;Avinguda Generalitat;11;;;;25230 ;Mollerussa;;41,6311881;0,8967468;41,631432586;0,896823638;OK
731;Avinguda Prat de la Riba, 1;Avinguda Prat de la Riba;1;;;;25230 ;Mollerussa;;;;41,631783767;0,894347131;OK
732;Carrer Major, 1 - Edifici Can Formiguera;Carrer Major;1;;;Edifici Can Formiguera;25240 ;Linyola;;;;41,710456627;0,904562333;OK
733;Carrer Mota, 2;Carrer Mota;2;;;;25241 ;Golmés;;;;0,0;0,0;KO
734;Carrer de Sant Josep, 1, 2n;Carrer de Sant Josep;1;;2;;25243 ;El Palau d'Anglesola;;;;41,651559492;0,880782514;OK
735;Rambla de la Font, 26;Rambla de la Font;26;;;;25244 ;Fondarella;;41,6350363;0,8745117;41,635099013;0,873668572;OK
736;Carrer Major, 2, B;Carrer Major;2;;;;25245 ;Vila-sana;;;;41,6627728;0,927102187;OK
737;Carrer Gaudí,11, 1r;Carrer Gaudí;1;;1;;25250 ;Bellpuig;;;;0,0;0,0;KO
738;Carrer Nou, 7;Carrer Nou;7;;;;25262 ;Barbens;;41,6783601;1,0143391;41,678273963;1,014243524;OK
739;Carrer Jaume Ripoll i Vilamajó, 14;Carrer Jaume Ripoll i Vilamajó;14;;;;25263 ;Preixana;;;;41,606824482;1,040126375;OK
740;Carrer Dr. Gassol, 1;Carrer Dr. Gassol;1;;;;25264 ;Vilanova de Bellpuig;;;;41,61478014;0,961218411;OK
741;Plaça Major, 1 (bústies);Plaça Major;1;;;;25265 ;Castellnou de Seana;;;;0,0;0,0;KO
742;Plaça de l'Ajuntament, 1;Plaça de l'Ajuntament;1;;;;25266 ;Belianes;;41,56176825;1,01748664;41,56176825;1,01748664;KO
743;Plaça Homenatge a la Vellesa, 1;Plaça Homenatge a la Vellesa;1;;;;25266 ;Maldà;;;;0,0;0,0;KO
744;Passeig Pare Claret, s/n (Casa de Cultura, bústia núm. 24);Passeig Pare Claret;s/n;;;Casa de Cultura;25280 ;Solsona;;;;41,994140137;1,514544917;OK
745;Plaça Santuari (Ajuntament);Plaça Santuari;;;;Ajuntament;25287 ;Pinós;;;;0,0;0,0;KO
746;Camí del Baell, s/n;Camí del Baell;s/n;;;;25289 ;Bassella;;;;0,0;0,0;KO
747;Escola de Freixinet, s/n;Escola de Freixinet;s/n;;;;25290 ;Clariana de Cardener;;;;0,0;0,0;KO
748;Carrer Sant Pelegrí, 31, 4-1;Carrer Sant Pelegrí;31;;4;;25300 ;Tàrrega;;;;0,0;0,0;KO
749;Carrer Segle XX, 2, baixos;Carrer Segle XX;2;;;;25300 ;Tàrrega;;;;0,0;0,0;KO
750;Carrer Talladell, 7-9, baixos;Carrer Talladell;7-9;;;;25300 ;Tàrrega;;;;0,0;0,0;KO
753;Partida Nova, 8;Partida Nova;8;;;;25300 ;Tàrrega;;;;0,0;0,0;KO
754;Plaça del Mercadal, 1;Plaça del Mercadal;1;;;;25310 ;Agramunt;;41,7874114;1,1002516;41,7874114;1,1002516;KO
755;Plaça de l'Esglèsia de Preixens, 1;Plaça de l'Esglèsia de Preixens;1;;;;25316 ;Preixens;;;;0,0;0,0;KO
756;Plaça de l'Esglèsia, s/n;Plaça de l'Esglèsia;s/n;;;;25316 ;Preixens;;41,79642435;1,012328587;41,79642435;1,012328587;KO
757;Carrer Major, 97;Carrer Major;97;;;;25320 ;Anglesola;;41,6584177;1,0829955;41,656959965;1,089006152;OK
758;Carrer del Pintor Marsà, 28;Carrer del Pintor Marsà;28;;;;25330 ;Vilagrassa;;;;0,0;0,0;KO
759;Passatge La Plana, 6;Passatge La Plana;6;;;;25331 ;Tornabous;;;;41,720643922;1,056105954;OK
760;Avinguda de Catalunya, 64 baixos;Avinguda de Catalunya;64;;;;25332 ;La Fuliola;;;;41,714323826;1,018294062;OK
761;Avinguda de Catalunya, 4;Avinguda de Catalunya;4;;;;25334 ;Castellserà;;41,7465567;0,9859422;41,746882037;0,985861018;OK
762;Carrer Rita Boldú (Edifici Lo Xargall), s/n;Carrer Rita Boldú (Edifici Lo Xargall);s/n;;;;25335 ;Penelles;;;;0,0;0,0;KO
763;Carrer de les Escoles, s/n;Carrer de les Escoles;s/n;;;;25336 ;Bellmunt d'Urgell;;;;41,773464044;0,95372859;OK
764;Plaça Major, 1;Plaça Major;1;;;;25337 ;Bellcaire d'Urgell;;41,75935595;0,906213738;41,75935595;0,906213738;KO
765;Carrer de la Font, 13;Carrer de la Font;13;;;;25340 ;Verdú;;41,6111153;1,1432409;41,6111153;1,1432409;KO
766;Plaça Major, 1;Plaça Major;1;;;;25341 ;Ciutadilla;;41,56162685;1,139268099;41,56162685;1,139268099;KO
767;Carrer Bovera, 27;Carrer Bovera;27;;;;25341 ;Guimerà;;;;41,565047873;1,181990301;OK
768;Carrer Vallbona, 1;Carrer Vallbona;1;;;;25341 ;Nalec;;;;41,559840391;1,114733078;OK
769;Raval de Tàrrega, s/n;Raval de Tàrrega;s/n;;;;25344 ;Sant Martí de Maldà;;;;0,0;0,0;KO
770;Carrer de Sant Pere, 5;Carrer de Sant Pere;5;;;;25360 ;El Talladell;;41,6496922;1,1668558;41,649713317;1,166520449;OK
771;Avinguda de Francesc Macià, 54;Avinguda de Francesc Macià;54;;;;25400 ;Les Borges Blanques;;41,5154876;0,8750821;41,513198276;0,876722306;OK
772;Carrer Pau Casals, 15;Carrer Pau Casals;15;;;;25410 ;L'Espluga Calba;;41,4948872;1,0052224;41,494950846;1,005194722;OK
773;Carrer d'el Forn, 2 (Centre de Lectura);Carrer d'el Forn;2;;;Centre de Lectura;25411 ;Fulleda;;;;41,463742983;1,023924352;OK
774;Plaça Major, 13;Plaça Major;13;;;;25412 ;Els Omellons;;41,5012712;0,959594871;41,5012712;0,959594871;KO
775;Carrer de Sant Blai, 20;Carrer de Sant Blai;20;;;;25413 ;La Floresta;;41,5094802;0,9203192;41,509487071;0,920038165;OK
776;Carrer Nou, s/n;Carrer Nou;s/n;;;;25420 ;Puiggròs;;41,5512211;0,8894527;41,5512211;0,8894527;KO
777;Carrer Major, 13;Carrer Major;13;;;;25430 ;Juneda;;41,5487784;0,8250728;41,548929343;0,825083629;OK
778;Carrer Abeurador,1;Carrer Abeurador;;;;;25450 ;L'Albi;;;;41,423217496;0,936534447;OK
779;Carrer l'Era, 2;Carrer l'Era;2;;;;25460 ;Cervià de les Garrigues;;;;41,424419427;0,860960241;OK
780;Carrer Major, 12;Carrer Major;12;;;;25471 ;La Pobla de Cérvoles;;41,3672455;0,9168608;41,3672455;0,9168608;KO
781;Avinguda de Catalunya, 13, baixos;Avinguda de Catalunya;13;;;;25500 ;La Pobla de Segur;;;;42,249336938;0,965606525;OK
782;Carrer Antigues Escoles d'Espui, s/n;Carrer Antigues Escoles d'Espui;s/n;;;;25515 ;La Torre de Capdella;;;;0,0;0,0;KO
783;Plaça Major, 1;Plaça Major;1;;;;25520 ;El Pont de Suert;;42,4077904;0,7405444;42,4077904;0,7405444;KO
784;Carrer de la Placeta, 2;Carrer de la Placeta;2;;;;25527 ;Barruera;;;;42,505214735;0,801323966;OK
785;Carrer Quairon, 2, bxs. 2a;Carrer Quairon;2;;;;25540 ;Les;;;;0,0;0,0;KO
786;Plaça de l'Ajuntament, 3;Plaça de l'Ajuntament;3;;;;25547 ;El Vilosell;;;;0,0;0,0;KO
787;Carrer d'en Mossèn Anton Navarro, 2;Carrer d'en Mossèn Anton Navarro;2;;;;25552 ;Vilaller;;;;0,0;0,0;KO
788;Carrer Carles Pol i Aleu, 5;Carrer Carles Pol i Aleu;5;;;;25560 ;Sort;;;;42,412677187;1,131661928;OK
789;Carrer del Doctor Carles Pol i Aleu, 5;Carrer del Doctor Carles Pol i Aleu;5;;;;25560 ;Sort;;42,4152017;1,1317322;42,412677187;1,131661928;OK
790;Plaça del Tornall, 1;Plaça del Tornall;1;;;;25594 ;Rialp;;42,4439237;1,135774111;42,4439237;1,135774111;KO
791;Carrer de la Sentiu, 14;Carrer de la Sentiu;14;;;;25600 ;Balaguer;;41,7868957;0,8116157;41,786381492;0,811413462;OK
792;Carrer Miracle, 28, baixos;Carrer Miracle;28;;;;25600 ;Balaguer;;;;41,788325694;0,805422315;OK
793;Carrer Soldevila, 1;Carrer Soldevila;1;;;;25611 ;Tartareu;;;;41,919473653;0,718913495;OK
794;Carrer Major, 17;Carrer Major;17;;;;25612 ;Les Avellanes i Santa Linya;;41,8776541;0,7871413;41,877659064;0,787174812;OK
795;Plaça Prat de la Riba, 1;Plaça Prat de la Riba;1;;;;25616 ;Montgai;;41,7998521;0,9606986;41,7998521;0,9606986;KO
796;Carrer Joan Solsona, 2;Carrer Joan Solsona;2;;;;25617 ;La Sentiu de Sió;;;;0,0;0,0;KO
797;Carrer Alcalde Rossell, 8-10, baixos -Centre Cívic Tarraquet-;Carrer Alcalde Rossell;8-10;;;Centre Cívic Tarraquet;25620 ;Tremp;;;;0,0;0,0;KO
798;Carrer Lleida s/n, Casal Cultural (Apartat de Correus 73 );Carrer Lleida;s/n;;;Casal Cultural;25620 ;Tremp;;;;0,0;0,0;KO
799;Carrer del Forn, 13;Carrer del Forn;13;;;;25630 ;Talarn;;42,1854633;0,9004806;42,185869222;0,900547492;OK
800;Plaça del Bisbe Badia, 1;Plaça del Bisbe Badia;1;;;;25650 ;Isona i Conca Dellà;;42,11686205;1,043697195;42,11686205;1,043697195;KO
801;Plaça del Bisbe Badia, 1, baixos;Plaça del Bisbe Badia;1;;;;25650 ;Isona i Conca Dellà;;;;0,0;0,0;KO
802;Carrer Sitjar, 2;Carrer Sitjar;2;;;;25660 ;Alcoletge;;;;41,646998751;0,694246517;OK
803;Carrer Baix, 21;Carrer Baix;21;;;;25670 ;Térmens;;;;0,0;0,0;KO
804;Carrer Major, 29;Carrer Major;29;;;;25680 ;Vallfogona de Balaguer;;41,7522392;0,8156664;41,752333217;0,815663086;OK
805;Carrer de l'Església, 27;Carrer de l'Església;27;;;;25690 ;Vilanova de la Barca;;;;0,0;0,0;KO
806;Carrer Santes Creus, s/n;Carrer Santes Creus;s/n;;;;25691 ;Àger;;;;0,0;0,0;KO
807;Carrer de Joaquim Viola, 12;Carrer de Joaquim Viola;12;;;;25700 ;La Seu d'Urgell;;;;42,358196635;1,457834819;OK
808;Carrer de la Font, 7;Carrer de la Font;7;;;;25700 ;La Seu d'Urgell;;42,3554831;1,4618831;42,355540978;1,461735933;OK
809;Carrer dels Arenys, 15;Carrer dels Arenys;15;;;;25700 ;La Seu d'Urgell;;;;42,362211796;1,464619511;OK
810;Carrer Joaquim Viola, 11, baixos;Carrer Joaquim Viola;11;;;;25700 ;La Seu d'Urgell;;;;42,35805537;1,458019575;OK
811;Carrer Conseller Agustí Carol i Foix, s/n;Carrer Conseller Agustí Carol i Foix;s/n;;;;25716 ;Gósol;;;;0,0;0,0;KO
812;Carrer de l'Arbre, 2;Carrer de l'Arbre;2;;;;25720 ;Bellver de Cerdanya;;42,3695029;1,7764132;42,369429729;1,77653397;OK
814;Carrer Puig, 7, 2n 2a;Carrer Puig;7;;2;;25727 ;Prullans;;;;42,377873643;1,738586814;OK
815;Plaça de l'Ajuntament, 1;Plaça de l'Ajuntament;1;;;;25730 ;Artesa de Segre;;;;0,0;0,0;KO
816;Carrer de la Font, 13;Carrer de la Font;13;;;;25735 ;Vilanova de Meià;;41,9955;1,0236838;41,995603936;1,02352691;OK
817;Carrer de la Font, 3;Carrer de la Font;3;;;;25737 ;Baldomar;;41,9177234;1,0145424;41,918190442;1,015061191;OK
818;Carrer Carretera, s/n;Carrer Carretera;s/n;;;;25737 ;Cubells;;;;0,0;0,0;KO
819;Carrer Cos, 3;Carrer Cos;3;;;;25740 ;Ponts;;;;41,917549353;1,187427441;OK
820;Carrer Vilalta, 8;Carrer Vilalta;8;;;;25748 ;Cabanabona;;;;41,851499634;1,217052841;OK
821;Plaça del Vall, 1;Plaça del Vall;1;;;;25750 ;Torà;;41,8123459;1,402886222;41,8123459;1,402886222;KO
822;Carrer Major, 57;Carrer Major;57;;;;25790 ;Oliana;;42,0667907;1,3141038;42,066448048;1,314148825;OK
823;Plaça Mossèn Albert Vives, 8;Plaça Mossèn Albert Vives;8;;;;25790 ;Oliana;;;;0,0;0,0;KO
824;Carrer de les Coques, 1 C;Carrer de les Coques;1 C;;;;43001 ;Tarragona;;41,1190891;1,2586221;41,11850993;1,258353422;OK
825;Carrer Prat de la Riba, 6, 4t 1a;Carrer Prat de la Riba;6;;4;;43001 ;Tarragona;;;;41,115075138;1,24704886;OK
826;Carrer Sant Antoni Maria Claret, núm. 17, Esc E3 Ps 2 Porta H;Carrer Sant Antoni Maria Claret;17;E3;2;;43002 ;Tarragona;;;;41,119744183;1,247211592;OK
827;Avinguda de Pau Casals, 17 (Edifici Cambra de Comerç);Avinguda de Pau Casals;17;;;Edifici Cambra de Comerç;43003 ;Tarragona;;;;41,1173751;1,24966085;OK
828;Avinguda Pau Casals, 17, 2a planta;Avinguda Pau Casals;17;;2;;43003 ;Tarragona;;;;41,1173751;1,24966085;OK
829;Carrer Cos del Bou, 23, 2a;Carrer Cos del Bou;23;;2;;43003 ;Tarragona;;;;41,11637587;1,256656048;OK
830;Carrer Merceria, 8, 2n,1a;Carrer Merceria;8;;2;;43003 ;Tarragona;;;;41,11820461;1,25786836;OK
831;Carrer Sant Agustí, núm.12,4rt,1a;Carrer Sant Agustí;12;;4;;43003 ;Tarragona;;;;0,0;0,0;KO
832;Carrer Talavera, 12, 1r;Carrer Talavera;12;;1;;43003 ;Tarragona;;;;41,11805122;1,259416017;OK
833;Plaça dels Àngels, 2, entl. esquerra;Plaça dels Àngels;2;;entl;;43003 ;Tarragona;;;;0,0;0,0;KO
834;Via Augusta, 43;Via Augusta;43;;;;43003 ;Tarragona;;41,1188922;1,2688379;41,116229078;1,260992941;OK
835;Carrer Adrià, 4, baixos;Carrer Adrià;4;;;;43004 ;Tarragona;;;;41,113797325;1,25350624;OK
836;Rambla Nova, 76, 2n 2a, esc. A;Rambla Nova;76;A;2;;43004 ;Tarragona;;;;41,115950816;1,251329524;OK
837;Carrer Francesc Bastos, 19;Carrer Francesc Bastos;19;;;;43005 ;Tarragona;;41,1148977;1,2421597;41,114658727;1,24217865;OK
838;"Bloc ""Jazmín"", 24, 1r 3a ( urb. la Floresta)";"Bloc ""Jazmín""";24;;1;;43006 ;Tarragona;Urbanització La Floresta;;;0,0;0,0;KO
839;Carrer del  Vendrell, 8;Carrer del  Vendrell;8;;;;43006 ;Tarragona;;41,1181586;1,2191631;41,118282521;1,219259827;OK
840;Carrer Gran Canària, 37, baixos;Carrer Gran Canària;37;;;;43006 ;Tarragona;;;;0,0;0,0;KO
842;Carrer Lluis Bonet i Amigó, 1, bxos F;Carrer Lluis Bonet i Amigó;1;;;;43006 ;Tarragona;;;;0,0;0,0;KO
843;Carrer Riu Brugent, 16 bloc 4, esc. 17, 1-1;Carrer Riu Brugent;16;4;1;;43006 ;Tarragona;;;;41,116727272;1,203832565;OK
844;Carrer Riu Brugent,16, bloc 4, esc. 17, 1r 1a;Carrer Riu Brugent;16;4;1;;43006 ;Tarragona;;;;41,116727272;1,203832565;OK
847;Plaça Garcóa Lorca, 4;Plaça Garcóa Lorca;4;;;;43006 ;Tarragona;;;;0,0;0,0;KO
850;Carrer Urbanització Els Pinars, 63;Carrer Urbanització Els Pinars;63;;;;43007 ;Tarragona;;;;0,0;0,0;KO
851;Carrer Violant d'Hongria, 3, 2n 2a;Carrer Violant d'Hongria;3;;2;;43007 ;Tarragona;;;;41,136925525;1,256388474;OK
852;Passatge Bonaire, 5;Passatge Bonaire;5;;;;43007 ;Tarragona;;41,1298879;1,2393152;41,130247708;1,239530993;OK
853;Carrer de la Vall d'Aran, 53 -Urb. La Mòra;Carrer de la Vall d'Aran;53;;;;43008 ;Tarragona;Urbanització La Mora;;;41,132012562;1,352413673;OK
854;Carrer Segrià, 8  (Urbanització La Mora);Carrer Segrià;8;;;;43008 ;Tarragona;Urbanització La Mora;41,1368598;1,3473427;41,137288568;1,347375222;OK
855;Plaça de Catalunya s/n (Centre Cívic);Plaça de Catalunya;s/n;;;Centre Cívic;43110 ;La Canonja;;;;0,0;0,0;KO
856;Carrer Castell, 4;Carrer Castell;4;;;;43120 ;Constantí;;;;41,153929816;1,212963383;OK
857;Carrer Església Vella, 1-3 baixos - CASAL D´ENTITATS;Carrer Església Vella;1-3;;;Casal d´Entitats;43120 ;Constantí;;;;0,0;0,0;KO
859;Avinguda Generalitat , 20;Avinguda Generalitat ;20;;;;43140 ;La Pobla de Mafumet;;;;41,187291445;1,208790071;OK
860;Carrer Alt, 23  (Ajuntament);Carrer Alt;23;;;Ajuntament;43151 ;Els Pallaresos;;;;41,175602633;1,272137057;OK
861;Carrer Nou, 33;Carrer Nou;33;;;;43152 ;Perafort;;41,193418;1,2421789;41,193418;1,2421789;KO
862;Carrer Doctor Robert, 20, 2n,1a;Carrer Doctor Robert;20;;2;;43201 ;Reus;;;;41,157244429;1,109833434;OK
863;Carrer Doctor Ferran, 8;Carrer Doctor Ferran;8;;;;43202 ;Reus;;;;41,154834282;1,101619534;OK
